X
10.25
8.96
9.54
10.58
6.5
11.93
13.68
7.27
9.06
8.64
8.45
9.04
10.02
10.54
10.62
11.14
9.23
6.77
10.7
9.31
6.92
9.13
10.57
6.96
8.42
6.78
19.99
9.29
5.16
10.63
8.78
11.16
9.33
6.84
9.93
14.36
6.66
11.01
9.45
8.22
9.0
7.34
10.43
9.31
10.56
8.68
12.13
7.82
6.13
9.46
7.34
8.5
9.93
9.73
6.53
13.73
9.39
13.96
13.8
14.03
5.61
5.16
8.75
14.03
8.83
8.2
5.55
5.53
8.8
18.57
7.72
9.46
9.32
7.02
6.87
6.52
9.6
7.03
10.47
7.62
9.67
13.62
7.53
9.0
14.41
6.25
5.75
7.89
6.23
13.95
9.81
7.53
11.44
9.04
5.19
9.55
7.52
9.67
7.94
9.54
9.31
11.74
9.98
6.73
8.76
8.51
6.67
6.68
4.75
5.4
8.95
9.18
13.05
50.0
10.47
5.2
8.33
9.76
11.66
8.47
9.08
5.53
7.92
5.89
11.09
8.28
18.5
13.81
8.83
13.27
6.0
7.86
8.1
8.32
6.77
7.93
13.69
15.16
3.9
10.94
8.89
6.29
4.88
9.24
9.6
10.85
7.3
9.58
9.0
11.01
8.05
5.16
9.14
33.39
9.22
12.74
6.87
6.85
14.78
10.81
6.69
9.31
8.2
10.22
8.48
8.89
9.81
10.36
4.46
8.66
75.0
8.1
6.78
9.59
8.7
7.7
13.73
11.41
7.78
7.58
6.77
11.56
9.94
7.81
9.7
10.19
10.49
8.67
6.61
8.83
7.59
9.18
9.7
8.83
5.03
25.0
5.07
6.78
8.28
10.81
7.83
10.54
6.95
8.73
7.08
8.72
7.43
11.8
6.82
6.67
9.66
5.0
5.17
13.91
10.44
6.76
7.84
14.92
7.53
10.07
7.1
9.28
6.31
10.97
4.3
10.6
8.71
18.5
11.68
7.67
5.75
5.82
7.7
6.04
9.14
12.37
11.27
8.71
7.55
10.37
7.93
10.3
7.71
6.82
9.36
7.13
15.16
10.09
7.55
11.12
10.22
10.79
10.29
13.14
12.37
7.1
7.21
11.58
10.77
6.51
8.35
20.0
9.65
10.47
8.67
8.76
10.7
6.88
10.1
7.85
8.98
17.43
16.0
5.73
7.35
5.09
35.03
7.1
5.16
6.77
7.56
10.32
10.26
10.51
17.0
10.46
10.56
6.57
8.29
9.28
6.52
8.68
7.9
7.96
6.51
11.07
8.09
51.28
13.8
8.72
11.21
8.1
6.75
5.12
8.62
11.3
9.47
8.32
9.61
9.47
15.91
14.54
7.1
6.0
7.79
9.19
8.87
6.54
6.11
8.74
20.0
7.55
5.65
13.61
10.53
8.5
7.1
10.24
6.97
5.19
9.08
9.91
10.29
17.43
12.53
11.0
10.32
10.76
10.63
6.31
9.38
6.54
8.56
10.56
6.25
9.6
12.74
10.04
8.97
6.66
11.88
6.37
8.67
8.65
6.86
13.8
6.97
5.81
13.68
7.34
9.73
5.86
14.78
11.14
6.64
13.68
9.92
9.31
7.64
6.78
12.65
10.68
30.0
11.71
11.59
10.84
10.12
7.16
6.66
6.68
9.24
7.97
7.43
10.61
7.47
13.95
11.81
8.41
4.44
8.31
9.72
14.64
8.5
9.79
7.93
5.82
8.68
14.81
13.07
10.92
8.1
9.8
8.8
6.25
18.5
8.03
7.25
18.44
9.85
5.26
7.6
12.17
8.23
8.28
6.38
9.57
10.73
7.35
8.11
9.55
4.58
10.91
8.0
16.0
10.4
8.41
10.16
7.96
10.22
6.77
8.97
10.35
8.89
6.02
6.13
7.64
7.39
5.75
6.39
5.0
9.61
5.65
8.53
6.45
11.44
6.73
10.61
10.49
7.59
7.53
8.02
9.03
10.11
8.62
10.84
7.93
4.66
6.02
8.95
8.49
8.62
9.42
8.77
8.22
10.0
9.0
12.03
8.77
7.83
8.08
10.4
99.99
9.76
8.18
6.33
9.86
11.05
5.72
12.59
5.23
9.88
7.97
6.23
8.76
6.02
11.14
13.88
8.61
14.3
13.8
7.9
6.83
15.0
6.33
7.9
11.17
11.49
9.2
5.75
7.1
9.04
9.88
10.85
5.2
8.91
10.94
8.32
11.17
10.27
8.45
8.44
10.11
8.81
7.87
7.15
11.09
16.16
10.44
8.78
7.62
8.38
10.03
7.66
6.53
8.32
7.53
5.66
4.77
9.57
9.42
7.67
8.47
3.79
9.63
11.69
10.77
6.66
5.2
5.03
7.91
10.81
9.68
15.45
14.11
17.43
11.34
7.71
9.16
6.56
5.74
7.49
8.51
8.09
10.5
11.69
8.57
10.61
8.18
13.43
39.99
10.32
11.2
9.68
6.02
6.57
8.13
10.09
13.5
19.42
9.24
10.49
7.25
6.72
10.44
6.06
10.77
10.02
7.51
9.96
10.24
5.71
7.83
10.47
10.07
7.82
11.72
10.75
5.19
7.99
30.0
29.04
11.14
9.18
7.83
8.4
10.35
7.73
8.64
10.55
5.05
9.18
13.56
20.96
7.33
10.65
8.23
6.92
5.17
6.51
7.92
8.79
7.72
13.1
13.27
6.82
7.48
5.82
7.93
11.59
5.4
9.42
6.08
8.83
6.55
8.0
6.55
75.0
8.12
10.01
9.66
8.61
8.91
9.98
6.87
11.69
9.35
10.32
5.03
6.33
9.52
8.39
10.02
7.53
11.21
7.28
8.8
7.2
7.23
7.93
8.4
7.85
9.79
7.99
13.95
11.21
10.17
8.18
9.0
9.68
6.16
10.8
35.0
8.35
6.04
7.1
9.49
9.09
9.8
8.61
8.45
8.93
19.42
10.75
9.54
4.12
12.59
11.31
10.43
9.03
9.09
6.45
7.92
6.83
11.01
8.29
10.24
7.83
10.04
9.33
7.71
11.13
12.59
8.94
9.97
12.08
8.9
5.53
6.32
8.43
8.46
8.52
6.64
8.03
8.56
9.14
8.47
8.66
8.2
13.68
7.75
10.16
7.39
7.3
7.68
12.13
8.0
8.79
7.71
9.23
5.75
8.8
9.42
9.65
8.67
10.57
7.64
8.52
10.08
10.32
11.06
10.84
6.42
13.18
8.64
10.88
8.72
6.67
7.04
6.05
10.49
6.02
8.53
15.96
13.12
11.0
13.51
14.64
11.15
8.47
18.57
8.7
8.36
10.94
10.35
6.76
6.63
8.45
50.0
8.95
48.0
10.51
7.93
6.31
8.2
8.76
15.0
7.83
12.33
11.56
15.0
7.13
6.41
4.72
9.06
6.93
7.14
9.41
8.78
9.67
9.9
8.92
8.2
7.26
7.21
7.32
10.7
8.52
9.02
9.98
10.71
6.31
8.74
8.94
8.12
12.13
11.2
7.98
11.43
7.36
8.91
4.66
7.05
9.83
25.05
8.58
9.13
8.36
10.62
4.81
39.99
10.04
5.4
9.08
7.33
8.72
8.63
11.38
10.81
11.14
6.94
9.98
19.0
9.66
7.99
6.59
7.31
8.41
7.3
15.23
14.57
8.97
4.44
8.65
11.16
6.6
11.71
30.03
8.88
9.36
11.69
6.83
4.86
7.62
6.53
8.95
9.98
7.25
6.34
30.5
7.52
5.75
10.5
6.52
10.64
14.78
4.56
8.08
11.06
30.03
12.53
8.68
6.69
13.68
8.95
7.83
30.29
10.16
11.58
13.81
8.09
14.78
12.12
9.03
10.54
7.42
11.1
11.56
10.61
8.32
11.02
10.14
14.15
14.0
8.65
5.69
6.16
7.02
8.14
6.85
7.37
7.81
7.78
8.22
20.0
10.0
8.68
7.02
9.58
11.46
8.76
10.1
6.19
7.25
7.29
13.05
8.39
7.3
6.34
6.53
6.5
9.93
5.46
9.3
7.99
8.4
6.45
48.01
7.52
99.99
8.1
7.18
13.01
9.22
6.16
9.42
4.93
5.74
8.92
4.5
7.1
6.55
7.0
13.95
7.37
13.37
8.67
9.51
7.15
13.2
6.85
8.6
15.0
6.25
10.51
10.27
9.1
10.29
11.06
6.87
7.61
7.77
4.53
10.7
11.01
12.99
15.41
8.82
7.25
8.49
6.69
4.56
13.73
6.16
6.61
7.99
8.46
9.39
9.0
10.35
9.0
9.08
8.82
8.02
7.93
7.03
10.35
6.78
8.37
9.55
10.68
6.73
7.53
18.5
9.28
7.86
13.8
12.0
8.8
8.95
7.64
9.55
9.02
8.39
4.0
6.5
18.57
10.11
5.65
6.62
9.0
5.1
6.87
15.41
7.67
12.16
6.41
10.51
6.45
8.46
10.63
9.18
12.25
5.36
11.01
8.56
6.42
8.76
14.78
13.52
5.81
8.74
10.83
10.37
7.25
9.12
7.68
8.1
10.44
5.56
8.87
13.81
7.76
12.57
9.13
6.87
6.39
7.59
8.8
8.49
6.75
8.1
13.73
7.05
7.32
23.87
11.01
8.32
7.55
14.81
4.56
7.77
8.0
5.98
12.44
8.16
12.59
11.61
10.25
5.09
9.92
7.92
4.66
6.92
9.2
50.0
8.56
8.44
13.88
6.19
13.81
9.64
4.68
5.0
20.06
9.72
9.31
6.77
9.13
7.12
9.89
14.03
9.26
6.57
9.7
5.25
6.87
6.68
5.89
6.87
7.25
7.84
6.8
9.86
18.25
8.76
6.16
15.0
9.82
7.68
8.82
10.89
9.78
8.94
6.57
9.52
7.86
7.09
9.63
6.63
11.69
8.39
8.95
7.23
11.38
9.62
9.17
10.37
9.31
6.83
8.7
6.87
6.33
9.37
12.34
9.39
10.27
14.64
6.79
11.01
6.94
10.08
31.0
20.0
9.95
20.0
10.25
8.63
13.02
9.41
9.69
9.27
11.42
10.56
9.98
9.57
7.08
15.41
7.97
7.0
9.39
6.82
14.22
8.15
8.46
7.56
5.85
9.53
9.61
9.8
12.21
7.87
12.75
10.45
6.66
4.83
6.56
10.22
8.5
4.92
11.12
6.02
8.78
8.29
8.39
6.35
6.85
5.61
13.68
11.38
8.49
4.44
7.21
5.74
8.2
7.33
10.48
4.19
6.69
7.25
10.64
12.59
8.01
8.72
8.41
6.83
6.54
10.79
13.68
9.81
6.77
9.67
8.95
10.6
8.66
9.66
9.99
8.5
14.64
6.42
6.76
10.28
12.0
11.27
10.67
9.41
9.41
11.88
51.3
7.54
11.71
4.74
6.8
11.13
10.96
5.71
10.33
6.55
8.47
15.0
10.13
9.23
13.73
10.54
8.72
8.92
7.9
6.29
15.0
12.13
7.92
8.52
9.3
7.52
12.36
6.6
11.14
7.53
8.73
9.31
8.54
7.9
10.11
15.0
9.31
13.94
15.24
5.09
7.35
6.68
15.0
9.5
8.34
10.88
30.66
7.04
8.03
10.17
10.82
10.3
13.68
6.54
11.46
5.61
8.9
7.06
8.32
9.85
