lat,lon,認可施設.事業所等名,利用定員,所在地,電話番号,公私,設置主体,施設の類型,開設時間.平日.,受入可能年齢,特別保育の実施状況
NA,NA,ささしまちとせ保育園,60,愛知県名古屋市中村区平池町4,589-6530,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,6ヶ月から5歳,延長保育
35.157131,136.845978,御田クローバー保育園,100,愛知県名古屋市中村区岩塚町四丁目10,412-5123,私立,社会福祉法人,保育所,午前7時30分から午後7時30分,産休あけから5歳,延長保育,入所予約
NA,NA,岩塚そらいろ保育園,90,愛知県名古屋市中村区岩塚本通5丁目16,462-8761,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,6ヶ月から5歳,延長保育
NA,NA,ちいさなおうちえん中村,10,愛知県名古屋市中村区牛田通3丁目9,482-9538,私立,株式会社,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,リーゴ岩塚,15,愛知県名古屋市中村区烏森町5丁目38,414-5375,私立,一般財団法人,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,小規模保育事業ソラーナほんじん,15,愛知県名古屋市中村区十王町2丁目20,485-8841,私立,社会福祉法人,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
35.176493,136.867273,保育室くれよん,15,愛知県名古屋市中村区大秋町一丁目1,483-0620,私立,特定非営利活動法人,小規模保育事業C型,午前7時30分から午後6時30分,産休あけから2歳,
35.183672,136.863139,小規模保育事業所　ひだまり,14,愛知県名古屋市中村区高道町三丁目1,483-3539,私立,特定非営利活動法人,小規模保育事業C型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,中村保育園　わくわく館,19,愛知県名古屋市中村区鳥居西通1丁目1,446-6326,私立,社会福祉法人,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,ウィズブック保育室　中村区役所,19,愛知県名古屋市中村区郷前町1丁目6,446-5121,私立,株式会社,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
35.168698,136.89086,アクアタウン保育ルーム,10,愛知県名古屋市中村区名駅五丁目33,562-5005,私立,株式会社,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,どりーむ館,19,愛知県名古屋市中村区西栄70,444-5566,私立,社会福祉法人,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
35.150958,136.905739,中保育園,100,愛知県名古屋市中区大井町2,321-1010,公立,名古屋市,保育所,午前7時30分から午後7時30分,産休あけから5歳,延長保育,子育て支援センター
35.15844,136.911358,大池保育園,100,愛知県名古屋市中区千代田二丁目4,251-3944,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育,一時保育,子育て支援センター
35.147434,136.898741,認定こども園正木幼児園,125,愛知県名古屋市中区古渡町16,331-9327,私立,宗教法人,保育所型認定こども園,午前7時30分から午後6時30分,8ヶ月から5歳,
35.165393,136.924613,衆善会保育園,100,愛知県名古屋市中区新栄三丁目33,264-4872,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育,入所予約
NA,NA,栄保育園,60,愛知県名古屋市中区新栄町2,971-3473,私立,一般財団法人,保育所,午前8時00分から午後6時00分,8ヶ月から5歳,
35.153639,136.901243,松原幼児園,250,愛知県名古屋市中区橘一丁目21,321-5307,私立,宗教法人,保育所,午前8時00分から午後6時00分,10ヶ月から5歳,
35.1587,136.917947,ナザレ保育園,108,愛知県名古屋市中区千代田五丁目15,241-6590,私立,社会福祉法人,保育所,午前7時15分から午後7時15分,8ヶ月から5歳,延長保育
35.165393,136.924613,衆善会夜間保育園,20,愛知県名古屋市中区新栄三丁目33,243-5037,私立,社会福祉法人,保育所,午前11時00分から午前1時00分,8ヶ月から5歳,延長保育,夜間保育
NA,NA,栄夜間保育園,30,愛知県名古屋市中区新栄町2,953-3514,私立,一般財団法人,保育所,午後 1時00分から午前1時00分,8ヶ月から5歳,延長保育,夜間保育
35.146664,136.900909,かわらまち夜間保育園,30,愛知県名古屋市中区金山一丁目2,323-2650,私立,社会福祉法人,保育所,午前11時00分から午前1時00分,産休あけから5歳,延長保育,休日保育,夜間保育
35.146664,136.900909,かわらまち保育園,50,愛知県名古屋市中区金山一丁目2,323-2650,私立,社会福祉法人,保育所,午前7時00分から午前0時00分,産休あけから5歳,延長保育,一時保育
35.178884,136.899128,あかつき三の丸保育園,30,愛知県名古屋市中区三の丸一丁目7,218-7716,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休明けから3歳,延長保育
35.150582,136.904492,ぶどうの樹保育園,40,愛知県名古屋市中区大井町1,331-9500,私立,社会福祉法人,保育所,午前7時30分から午後7時30分,産休明けから3歳,延長保育
35.176496,136.90443,E−スカイ幼児園,60,愛知県名古屋市中区丸の内三丁目8,973-0221,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育
NA,NA,ぶどうの実保育園,60,愛知県名古屋市中区千代田三丁目31−6,322-2002,私立,社会福祉法人,保育所,午前7時30分から午後7時30分,産休あけから5歳,延長保育
35.149949,136.904051,ちゃいれっく東別院駅前保育園,60,愛知県名古屋市中区平和一丁目1,228-8605,私立,株式会社,保育所,午前7時00分から午後8時00分,6ヶ月から5歳,延長保育
35.145695,136.900812,ぽっぽ第一保育園,20,愛知県名古屋市中区金山一丁目7,253-8154,私立,株式会社,保育所,午前7時30分から午後6時30分,産休あけから2歳,
35.174575,136.89864,小規模保育事業保育ルームルナ2丸の内,15,愛知県名古屋市中区丸の内二丁目15,202-0035,私立,社会福祉法人,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
35.168764,136.922306,小規模保育事業保育ルームルナ4新栄,15,愛知県名古屋市中区新栄二丁目9,263-0251,私立,社会福祉法人,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
35.167792,136.919002,小規模保育事業保育ルームルナ6新栄葵,15,愛知県名古屋市中区新栄一丁目7,252-0061,私立,社会福祉法人,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
35.152372,136.89962,ウィズブック保育室　東別院,19,愛知県名古屋市中区橘二丁目3,228-6852,私立,株式会社,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
35.158827,136.899698,はな保育室おおすかんのん前,19,愛知県名古屋市中区大須二丁目26,265-5771,私立,株式会社,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
35.147425,136.914722,白金保育園,120,愛知県名古屋市昭和区白金一丁目20,881-3021,公立,名古屋市,保育所,午前7時30分から午後7時30分,産休あけから5歳,延長保育,子育て支援センター,入所予約
NA,NA,安田保育園,90,愛知県名古屋市昭和区安田通2,763-2135,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
NA,NA,南山ルンビニー園,130,愛知県名古屋市昭和区南山町5,832-6305,私立,社会福祉法人,幼保連携型認定こども園,午前7時00分から午後7時00分,産休あけから5歳,延長保育,入所予約,休日保育
NA,NA,名広愛児園,144,愛知県名古屋市昭和区車田町1,731-2131,私立,社会福祉法人,保育所,午前7時30分から午後7時30分,産休あけから5歳,延長保育,入所予約
NA,NA,駒方保育園,120,愛知県名古屋市昭和区駒方町3,831-8304,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育,一時保育
NA,NA,愛厚昭和荘保育園,150,愛知県名古屋市昭和区向山町1,761-9758,私立,社会福祉法人,保育所,午前7時15分から午後7時15分,産休あけから5歳,延長保育,入所予約
35.143211,136.958104,いりなか保育園,70,愛知県名古屋市昭和区滝川町93,832-0014,私立,社会福祉法人,保育所,午前7時15分から午後7時15分,産休あけから5歳,延長保育,一時保育,子育て支援センター,入所予約
35.157756,136.921138,ひまわり保育園,60,愛知県名古屋市昭和区鶴舞町65,733-7622,私立,社会福祉法人,保育所,午前7時15分から午後7時15分,産休あけから5歳,延長保育
NA,NA,池内わらべ保育園,102,愛知県名古屋市昭和区明月町3,853-3820,私立,社会福祉法人,保育所,午前7時15分から午後7時15分,産休あけから5歳,延長保育,一時保育
35.145043,136.961669,やまさと保育園,120,愛知県名古屋市昭和区山里町85,833-7318,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育
35.141576,136.958145,まこと幼児園,80,愛知県名古屋市昭和区滝川町17,835-1808,私立,宗教法人,保育所,午前7時00分から午後7時00分,2歳から5歳,延長保育
35.149187,136.924153,瑞雲保育園,110,愛知県名古屋市昭和区御器所三丁目1,881-0648,私立,宗教法人,保育所,午前7時00分から午後8時00分,6ヶ月から5歳,延長保育
NA,NA,松栄保育園,70,愛知県名古屋市昭和区塩付通6,841-2057,私立,社会福祉法人,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.145065,136.918948,昭和保育園,110,愛知県名古屋市昭和区村雲町19,881-9756,私立,個人,保育所,午前7時00分から午後6時00分,産休あけから5歳,
NA,NA,さくら保育園,60,愛知県名古屋市昭和区鶴羽町1,753-7214,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育
NA,NA,たきこ幼児園,90,愛知県名古屋市昭和区永金町1,882-0467,私立,社会福祉法人,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
NA,NA,アイン楽園町保育園,60,愛知県名古屋市昭和区楽園町13−1,833-7105,私立,株式会社,保育所,午前7時00分から午後7時00分,6ヶ月から5歳,延長保育
NA,NA,もんもの花保育室,15,愛知県名古屋市昭和区白金1,626-5915,私立,特定非営利活動法人,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,ニチイキッズ川名保育室,14,愛知県名古屋市昭和区折戸町5丁目40,764-3400,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
35.14846,136.955526,小規模保育事業ソラーナいりなか,15,愛知県名古屋市昭和区川名山町1,753-7874,私立,社会福祉法人,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
35.147182,136.964206,キッズガーデン八事,19,愛知県名古屋市昭和区山里町66,893-7560,私立,株式会社,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
35.152674,136.916488,リーゴ鶴舞,19,愛知県名古屋市昭和区鶴舞二丁目7,626-7005,私立,一般財団法人,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,ほしの子愛児園,13,愛知県名古屋市昭和区荒田町3丁目17,893-9328,私立,個人,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
35.149821,136.927025,スクルドエンジェル保育室　ごきそ園,19,愛知県名古屋市昭和区御器所通一丁目7,732-0061,私立,株式会社,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,直来保育園,90,愛知県名古屋市瑞穂区直来町5,881-4750,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
NA,NA,東栄保育園,120,愛知県名古屋市瑞穂区東栄町1,841-0477,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
NA,NA,軍水保育園,100,愛知県名古屋市瑞穂区軍水町1,833-8733,公立,名古屋市,保育所,午前7時30分から午後7時30分,産休あけから5歳,延長保育,子育て支援センター
35.123119,136.917443,新開保育園,90,愛知県名古屋市瑞穂区新開町24,882-0991,公立,名古屋市,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
NA,NA,黎明保育園,216,愛知県名古屋市瑞穂区河岸町3,811-7052,私立,社会福祉法人,幼保連携型認定こども園,午前7時00分から午後7時00分,5ヶ月から5歳,延長保育
35.118228,136.925515,天使保育園,83,愛知県名古屋市瑞穂区苗代町19,811-3503,私立,宗教法人,保育所型認定こども園,午前7時15分から午後7時15分,産休あけから5歳,延長保育,子育て支援センター,入所予約
NA,NA,たんぽぽ保育園,80,愛知県名古屋市瑞穂区洲山町3,841-0902,私立,社会福祉法人,保育所,午前7時00分から午前0時00分,産休あけから5歳,延長保育,一時保育,入所予約
NA,NA,こすもす保育園,100,愛知県名古屋市瑞穂区初日町2,834-0081,私立,社会福祉法人,保育所,午前7時00分から午後8時00分,産休あけから5歳,延長保育,子育て支援センター,入所予約,休日保育
NA,NA,豊岡保育園,100,愛知県名古屋市瑞穂区内方町2,841-9545,私立,社会福祉法人,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
NA,NA,東愛保育園,100,愛知県名古屋市瑞穂区前田町1,853-3009,私立,社会福祉法人,保育所,午前7時30分から午後7時30分,産休あけから5歳,延長保育
NA,NA,若葉保育園,128,愛知県名古屋市瑞穂区甲山町1,841-5975,私立,宗教法人,保育所,午前7時00分から午後7時00分,6ヶ月から5歳,延長保育
NA,NA,中山保育園,60,愛知県名古屋市瑞穂区中山町2,851-2414,私立,宗教法人,保育所,午前7時15分から午後7時15分,産休あけから5歳,延長保育,一時保育
NA,NA,大法寺愛児園,90,愛知県名古屋市瑞穂区雁道町2,881-0151,私立,宗教法人,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
NA,NA,ちばな保育園,90,愛知県名古屋市瑞穂区直来町5,881-7685,私立,宗教法人,保育所,午前7時30分から午後6時30分,産休あけから5歳,
NA,NA,お茶の花幼児園,70,愛知県名古屋市瑞穂区弥富通4,831-7588,私立,個人,保育所,午前8時00分から午後6時00分,10ヶ月から5歳,
NA,NA,すずらん幼児園,90,愛知県名古屋市瑞穂区白竜町1,841-6901,私立,個人,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
NA,NA,新瑞幼児園,120,愛知県名古屋市瑞穂区姫宮町2,851-0663,私立,個人,保育所,午前8時00分から午後6時00分,8ヶ月から5歳,
NA,NA,さざんか保育園,40,愛知県名古屋市瑞穂区村上町2,841-5743,私立,社会福祉法人,保育所,午前7時00分から午後7時30分,産休あけから3歳,延長保育,入所予約
NA,NA,日向さくら保育園,60,愛知県名古屋市瑞穂区日向町2丁目13,838-9261,私立,社会福祉法人,保育所,午前7時15分から午後7時15分,産休あけから5歳,延長保育
35.114584,136.95829,ななくさ保育園,60,愛知県名古屋市瑞穂区井の元町168,833-7811,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,6ヶ月から5歳,延長保育
35.127397,136.952511,リーゴ八勝通,15,愛知県名古屋市瑞穂区八勝通一丁目14,861-7258,私立,一般財団法人,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,リーゴ新瑞橋,19,愛知県名古屋市瑞穂区弥富通一丁目41,836-7122,私立,一般財団法人,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,ウィズブック保育室　瑞穂,19,愛知県名古屋市瑞穂区豊岡通3丁目49,680-7843,私立,株式会社,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,小規模保育事業所コッコちゃんルーム,19,愛知県名古屋市瑞穂区田辺通4丁目25,836-7090,私立,社会福祉法人,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,ALL 4 KIDS チャイルドケア　穂波園,19,愛知県名古屋市瑞穂区内浜町4丁目8,626-4006,私立,株式会社,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
35.135431,136.904338,高蔵保育園,120,愛知県名古屋市熱田区高蔵町9,671-1393,公立,名古屋市,保育所,午前7時30分から午後7時30分,産休あけから5歳,延長保育,子育て支援センター,入所予約
35.126393,136.89507,宮西保育園,90,愛知県名古屋市熱田区一番三丁目2,682-6580,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.129172,136.914782,神宮東保育園,90,愛知県名古屋市熱田区三本松町23,882-9234,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.134811,136.900012,認定こども園高蔵幼児園,430,愛知県名古屋市熱田区尾頭町3,671-3570,私立,宗教法人,保育所型認定こども園,午前7時45分から午後6時00分,10か月から5歳,
35.123159,136.905958,泉坊保育園,90,愛知県名古屋市熱田区白鳥三丁目6,682-5150,私立,社会福祉法人,保育所,午前7時30分から午後6時00分,産休あけから5歳,
35.120665,136.896987,のぎく保育園,90,愛知県名古屋市熱田区一番二丁目46,653-3952,私立,社会福祉法人,保育所,午前7時15分から午後8時15分,産休あけから5歳,延長保育,子育て支援センター,入所予約,休日保育
35.139264,136.889772,明野保育園,80,愛知県名古屋市熱田区明野町10,671-8611,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育,入所予約
35.130943,136.893381,日比野保育園,140,愛知県名古屋市熱田区大宝三丁目5,682-0081,私立,宗教法人,保育所,午前7時15分から午後7時15分,5ヶ月から5歳,延長保育,一時保育,入所予約
35.125292,136.898343,一番町保育園,98,愛知県名古屋市熱田区一番一丁目19,671-1745,私立,宗教法人,保育所,午前7時20分から午後7時20分,6ヶ月から5歳,延長保育
35.114443,136.89727,千年保育園,170,愛知県名古屋市熱田区千年二丁目28,661-0922,私立,個人,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
35.140748,136.901418,金山保育園,90,愛知県名古屋市熱田区金山町一丁目15,671-6847,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育
35.121884,136.890424,船方保育園,130,愛知県名古屋市熱田区四番二丁目8,661-0828,私立,個人,保育所,午前7時45分から午後6時00分,6ヶ月から5歳,
35.127748,136.916121,花表こばと保育園,60,愛知県名古屋市熱田区花表町4,626-6031,私立,社会福祉法人,保育所,午前7時15分から午後7時15分,産休あけから5歳,延長保育
35.138338,136.903064,ぽかぽか保育室　高蔵,15,愛知県名古屋市熱田区沢上一丁目5,265-8105,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,小規模保育事業ソラーナひびの,15,愛知県名古屋市熱田区中出町2丁目22,228-7880,私立,社会福祉法人,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,ぽかぽか保育室　大宝,15,愛知県名古屋市熱田区大宝4,684-7234,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
35.123519,136.90289,スクルドエンジェル保育室しろとり園,18,愛知県名古屋市熱田区白鳥町201,682-6868,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
35.136622,136.909797,イオンモール熱田保育室,15,愛知県名古屋市熱田区六野一丁目2,884-0271,私立,個人,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
35.120711,136.888007,乳児保育　六番町園,19,愛知県名古屋市熱田区六番二丁目8,364-8765,私立,個人,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
35.136622,136.909797,チャイルドほーむ熱田園,19,愛知県名古屋市熱田区六野一丁目2,746-4510,私立,株式会社,小規模保育事業A型,午前7時30分から午後6時30分,6ヶ月から2歳,
35.119875,136.833169,正色第一保育園,85,愛知県名古屋市中川区下之一色町字中ノ切63,301-8901,公立,名古屋市,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
35.127408,136.83348,正色第二保育園,85,愛知県名古屋市中川区下之一色町字宮分23,301-8902,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育,子育て支援センター
NA,NA,富田第一保育園,100,愛知県名古屋市中川区富田町大字千音寺字西福正3556,431-6725,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.144665,136.803487,富田第二保育園,120,愛知県名古屋市中川区戸田明正三丁目401,431-1493,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育,子育て支援センター
NA,NA,十番保育園,90,愛知県名古屋市中川区十番町3,652-3766,公立,名古屋市,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
NA,NA,畑田保育園,90,愛知県名古屋市中川区畑田町2,382-7008,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.147469,136.809525,富田第三保育園,90,愛知県名古屋市中川区戸田明正一丁目405,431-6615,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
NA,NA,豊成保育園,90,愛知県名古屋市中川区豊成町101,362-8060,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育,子育て支援センター
NA,NA,中島保育園,100,愛知県名古屋市中川区中島新町2,362-8207,公立,名古屋市,保育所,午前7時30分から午後7時30分,産休あけから5歳,延長保育,子育て支援センター,休日保育
NA,NA,松操保育園,254,愛知県名古屋市中川区小本本町3,361-3067,私立,個人,保育所型認定こども園,午前7時30分から午後6時30分,6ヶ月から5歳,
NA,NA,中野保育園,143,愛知県名古屋市中川区丹後町1,361-5840,私立,個人,保育所型認定こども園,午前7時15分から午後6時15分,産休あけから5歳,
NA,NA,おひさまこどもえん,60,愛知県名古屋市中川区富田町大字榎津字西ナコラ295,364-8787,私立,学校法人,幼保連携型認定こども園,午前7時15分から午後7時15分,6ヶ月から5歳,延長保育
35.14157,136.885597,中川保育園,195,愛知県名古屋市中川区荒江町13,361-0824,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育,入所予約
35.127428,136.826686,みかづき保育園,210,愛知県名古屋市中川区一色新町三丁目707,303-1001,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育,入所予約
NA,NA,和光保育園,160,愛知県名古屋市中川区東起町1,381-8061,私立,社会福祉法人,保育所,午前7時15分から午後7時15分,6ヶ月から5歳,延長保育
35.122497,136.832247,正雲寺保育園,115,愛知県名古屋市中川区下之一色町字西ノ切49,303-4450,私立,社会福祉法人,保育所,午前7時15分から午後7時15分,産休あけから5歳,延長保育,入所予約
35.142958,136.88357,白雲幼児園,189,愛知県名古屋市中川区五女子二丁目11,361-1741,私立,社会福祉法人,保育所,午前7時15分から午後7時15分,産休あけから5歳,延長保育
35.136534,136.841529,打出保育園,290,愛知県名古屋市中川区打出二丁目26,362-5728,私立,社会福祉法人,保育所,午前7時45分から午後6時00分,産休あけから5歳,一時保育
NA,NA,篠原保育園,276,愛知県名古屋市中川区上脇町2,363-0550,私立,宗教法人,保育所,午前7時30分から午後6時30分,産休あけから5歳,一時保育,入所予約
NA,NA,清凉保育園,45,愛知県名古屋市中川区五女子町4,355-2527,私立,社会福祉法人,保育所,午前7時30分から午後7時30分,産休あけから5歳,延長保育
35.13845,136.808041,戸田保育園,60,愛知県名古屋市中川区戸田三丁目904,303-8121,私立,宗教法人,保育所,午前7時45分から午後6時00分,11ヶ月から5歳,
35.157816,136.890275,ひおき保育園,120,愛知県名古屋市中川区西日置一丁目5,331-2880,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,6ヶ月から5歳,延長保育
35.143029,136.853699,たかばた保育園,363,愛知県名古屋市中川区高畑一丁目46,351-3091,私立,宗教法人,保育所,午前7時15分から午後7時15分,7ヶ月から5歳,延長保育
NA,NA,東起保育園,144,愛知県名古屋市中川区東起町2,382-8312,私立,個人,保育所,午前8時00分から午後5時45分,10ヶ月から5歳,
35.152727,136.875674,愛知保育園,33,愛知県名古屋市中川区愛知町30,351-7014,私立,個人,保育所,午前7時30分から午後6時30分,1歳から5歳,
NA,NA,千音寺すみれ保育園,160,愛知県名古屋市中川区富田町大字千音寺字赤星裏4559,432-3131,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休明けから5歳,延長保育,一時保育
NA,NA,緑ケ丘保育園,195,愛知県名古屋市中川区松年町2,661-0085,私立,宗教法人,保育所,午前7時45分から午後6時00分,8ヶ月から5歳,一時保育
NA,NA,すみれ保育園,110,愛知県名古屋市中川区水里三丁目48,301-0011,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休明けから5歳,延長保育
35.142156,136.819458,たかなし保育園,60,愛知県名古屋市中川区西伏屋二丁目1111,355-6013,私立,社会福祉法人,保育所,午前7時15分から午後7時15分,産休あけから5歳,延長保育
NA,NA,はとぽっぽ保育園,40,愛知県名古屋市中川区服部四丁目902,462-1723,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから3歳,延長保育
NA,NA,戸田さくら保育園,40,愛知県名古屋市中川区供米田二丁目1510,302-6655,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,6ヶ月から2歳,延長保育
NA,NA,まえだの森保育園,60,愛知県名古屋市中川区前田西町2丁目1008−1,364-8327,私立,学校法人,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
NA,NA,ニチイキッズ長須賀保育園,60,愛知県名古屋市中川区長須賀三丁目905−1,439-0557,私立,株式会社,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.139807,136.861672,プラムの木保育園,60,愛知県名古屋市中川区吉良町138,398-6310,私立,学校法人,保育所,午前7時15分から午後7時15分,6ヶ月から5歳,延長保育
NA,NA,ぽかぽか保育室常磐,15,愛知県名古屋市中川区南脇町3,665-6133,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,ニチイキッズ高畑保育室,15,愛知県名古屋市中川区高畑一丁目7番地,363-5200,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
35.132174,136.848763,スクルドエンジェル保育室あらこ園,19,愛知県名古屋市中川区中郷五丁目52,398-6882,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,いずみ中川乳児園,17,愛知県名古屋市中川区中島新町3,655-5541,私立,社会福祉法人,小規模保育事業B型,午前7時30分から午後6時30分,6か月から2歳,
NA,NA,小規模保育事業ソラーナつゆはし,15,愛知県名古屋市中川区露橋1,398-5486,私立,社会福祉法人,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
35.13425,136.869295,スクルドエンジェル保育室太平通園,19,愛知県名古屋市中川区太平通四丁目8,655-5881,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,アクシアキッズ園,15,愛知県名古屋市中川区11番町2,665-6518,私立,一般財団法人,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,はな保育室こがね,19,愛知県名古屋市中川区五月通2丁目35,398-5303,私立,株式会社,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,小規模保育事業所こびとのおうち,19,愛知県名古屋市中川区高畑3,364-8396,私立,特定非営利活動法人,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
35.144665,136.803487,ぽかぽか保育室戸田,10,愛知県名古屋市中川区戸田明正三丁目401,432-0006,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
35.150728,136.821872,ニチイキッズ吉津保育室,10,愛知県名古屋市中川区吉津三丁目1004,462-8787,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,てんとうむし保育室,5,愛知県名古屋市中川区中野新町三丁目17,351-0873,私立,個人,家庭的保育事業,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,キンダーフレンズ,12,愛知県名古屋市中川区富田町大字千音寺字間渡里2834,439-2011,私立,医療法人,事業所内保育事業（A型）,午前8時00分から午後7時00分,産休あけから2歳,
35.101899,136.880822,港保育園,110,愛知県名古屋市港区港栄三丁目18,661-0549,公立,名古屋市,保育所,午前7時30分から午後7時30分,産休あけから5歳,延長保育,子育て支援センター,入所予約
35.10722,136.831308,南陽第一保育園,90,愛知県名古屋市港区東茶屋二丁目305,301-8849,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.111713,136.82204,南陽第二保育園,100,愛知県名古屋市港区知多二丁目2401,301-7914,公立,名古屋市,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
NA,NA,南陽第三保育園,90,愛知県名古屋市港区新茶屋5,301-8903,公立,名古屋市,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
