lat,lon,認可施設.事業所等名,利用定員,所在地,電話番号,公私,設置主体,施設の類型,開設時間.平日.,受入可能年齢,特別保育の実施状況
35.102758,137.019223,東神の倉清凉保育園,60,愛知県名古屋市緑区東神の倉三丁目3407,838-5588,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,6ヶ月から5歳,延長保育
NA,NA,アスクなるこ保育園,60,愛知県名古屋市緑区鳴子町4,899-3773,私立,株式会社,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
NA,NA,緑すみれ保育園,90,愛知県名古屋市緑区水広二丁目1010,893-7477,私立,社会福祉法人,保育所,午前7時30分から午後7時30分,産休あけから5歳,延長保育
NA,NA,リーゴ南大高保育園,60,愛知県名古屋市緑区南大高一丁目2113,622-7090,私立,一般財団法人,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.088748,136.965053,マーマこととも保育園しかやま,60,愛知県名古屋市緑区鹿山二丁目92,895-3730,私立,株式会社,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
NA,NA,ぽかぽか保育室山腰,10,愛知県名古屋市緑区鳴海町山腰28,883-8300,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
35.069324,136.939089,ぽかぽか保育室大高北,12,愛知県名古屋市緑区大高町字鶴田10,883-9450,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,スクルドエンジェル保育室さきょうやま園,16,愛知県名古屋市緑区六田2丁目75番地,626-5829,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
35.063084,136.932823,くるみ保育室,10,愛知県名古屋市緑区大高町字東姥神39,624-1556,私立,社会福祉法人,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,アインみどり保育室,15,愛知県名古屋市緑区篠の風2丁目198,879-3961,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
35.095358,136.999779,ヒルズウォーク徳重園,15,愛知県名古屋市緑区鳴海町字徳重18,879-6866,私立,有限会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,小規模保育事業にじいろ,19,愛知県名古屋市緑区桃山3,877-7676,私立,個人,小規模保育事業B型,午前7時30分から午後6時30分,6か月から2歳,
NA,NA,ウィズブック保育室　緑,19,愛知県名古屋市緑区境松2丁目317,829-0212,私立,株式会社,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
35.102607,136.995277,ファミリーズみどり黒石園,19,愛知県名古屋市緑区黒沢台三丁目304,848-7075,私立,株式会社,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
35.094818,136.96769,保育室　こいぬ,3,愛知県名古屋市緑区池上台二丁目10,896-4041,私立,個人,家庭的保育事業,午前8時00分から午後4時00分,産休あけから2歳,
35.068937,136.982926,いちご保育室,3,愛知県名古屋市緑区姥子山三丁目1906,622-7487,私立,個人,家庭的保育事業,午前8時00分から午後4時00分,産休あけから2歳,
NA,NA,保育室　うさぎ,3,愛知県名古屋市緑区大清水二丁目1616,848-7724,私立,個人,家庭的保育事業,午前8時00分から午後4時00分,産休あけから2歳,
35.095864,136.988035,保育室　ぺんぎん,3,愛知県名古屋市緑区神沢二丁目614,878-1705,私立,個人,家庭的保育事業,午前8時00分から午後4時00分,産休あけから2歳,
NA,NA,いるか保育室,5,愛知県名古屋市緑区曽根一丁目20,621-0262,私立,個人,家庭的保育事業,午前7時30分から午後6時30分,産休あけから2歳,
35.089752,136.987681,保育室　わんわん,5,愛知県名古屋市緑区鳴丘二丁目2908,876-3705,私立,個人,家庭的保育事業,午前7時30分から午後6時30分,産休あけから2歳,
35.097124,136.953011,かんがるー保育室,5,愛知県名古屋市緑区鳴海町字上ノ山27,893-1922,私立,個人,家庭的保育事業,午前7時30分から午後6時30分,産休あけから2歳,
35.170101,137.00871,猪高保育園,90,愛知県名古屋市名東区上社四丁目262,701-0041,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.182851,136.991056,猪子石第一保育園,110,愛知県名古屋市名東区つつじが丘201,771-7884,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育,一時保育
35.141587,137.021181,梅森坂保育園,110,愛知県名古屋市名東区梅森坂四丁目102,702-2020,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育,一時保育
35.182918,136.999954,猪子石第二保育園,90,愛知県名古屋市名東区文教台一丁目920,771-0337,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.184204,137.018384,藤が丘保育園,90,愛知県名古屋市名東区藤が丘99,773-3650,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.163894,137.001356,亀の井保育園,90,愛知県名古屋市名東区亀の井二丁目201,703-4380,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.177444,136.991089,よもぎ保育園,90,愛知県名古屋市名東区よもぎ台二丁目514,774-5533,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.149834,137.002879,牧野池保育園,120,愛知県名古屋市名東区牧の里三丁目701,703-2341,公立,名古屋市,保育所,午前7時30分から午後7時30分,産休あけから5歳,延長保育,子育て支援センター,入所予約
35.163079,137.0172,高針北保育園,90,愛知県名古屋市名東区勢子坊二丁目1302,701-4555,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.151703,136.99953,牧野原保育園,90,愛知県名古屋市名東区牧の原一丁目1303,703-1177,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.189794,137.014047,藤里保育園,100,愛知県名古屋市名東区藤里町1003,776-0159,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育,子育て支援センター
35.163807,136.999728,幼保連携型認定こども園名古屋東幼稚園,230,愛知県名古屋市名東区亀の井二丁目210,701-3191,私立,学校法人,幼保連携型認定こども園,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.156365,137.008814,認定こども園花園保育園,290,愛知県名古屋市名東区高針二丁目1801,701-0027,私立,社会福祉法人,保育所型認定こども園,午前7時00分から午後7時00分,11ヶ月から5歳,延長保育,一時保育
35.190565,136.994114,香流保育園,416,愛知県名古屋市名東区神月町604,771-6101,私立,社会福祉法人,保育所型認定こども園,午前7時00分から午後7時00分,産休あけから5歳,延長保育,入所予約
35.155096,137.023887,極楽保育園,120,愛知県名古屋市名東区大針一丁目266,703-7007,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育,子育て支援センター,入所予約
35.159825,137.000226,名東保育園,141,愛知県名古屋市名東区高間町135,701-2622,私立,社会福祉法人,保育所,午前7時00分から午後7時30分,産休あけから5歳,延長保育,一時保育,子育て支援センター,入所予約,休日保育
35.174375,137.004198,チャイルドアカデミー上社保育園,120,愛知県名古屋市名東区上社一丁目409,779-1152,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育,入所予約
35.184202,137.002212,ステラ保育園,60,愛知県名古屋市名東区猪子石三丁目118,777-3911,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育,一時保育,子育て支援センター,入所予約
35.175296,137.02163,望が丘せせらぎ保育園,98,愛知県名古屋市名東区望が丘277,778-8061,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育
35.186658,136.990198,名東ピッコロ保育園,40,愛知県名古屋市名東区香流一丁目1114,725-8020,私立,社会福祉法人,保育所,午前7時30分から午後7時30分,産休あけから3歳,延長保育
NA,NA,西山保育園,120,愛知県名古屋市名東区西山本通3,783-2424,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育
35.161008,136.997263,すずの森保育園,66,愛知県名古屋市名東区高間町64,701-8112,私立,社会福祉法人,保育所,午前7時45分から午後7時45分,6ヶ月から5歳,延長保育
35.179285,137.015715,シャイニー・キッズ保育園,60,愛知県名古屋市名東区本郷一丁目91,739-5021,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育
NA,NA,やしろ保育園,60,愛知県名古屋市名東区社が丘三丁目106,747-5695,私立,学校法人,保育所,午前7時00分から午後7時00分,6ヶ月から5歳,延長保育
35.192563,136.987407,かなれ原保育園,50,愛知県名古屋市名東区猪子石原二丁目201,775-6635,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから2歳,延長保育
NA,NA,星ヶ丘にじ保育園,100,愛知県名古屋市名東区にじが丘3,789-1577,私立,社会福祉法人,保育所,午前7時30分から午後7時30分,産休あけから5歳,延長保育
NA,NA,植園清凉保育園,90,愛知県名古屋市名東区植園町3,788-7171,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,6ヶ月から5歳,延長保育
35.181457,137.016787,アスク名東藤が丘保育園,60,愛知県名古屋市名東区小池町2,726-8052,私立,株式会社,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
NA,NA,名古屋市ポピンズ保育室かなれ,15,愛知県名古屋市名東区香南1‐418,778-2107,私立,株式会社,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
35.179088,136.980475,名古屋市ポピンズ保育室いのこし,10,愛知県名古屋市名東区平和が丘一丁目70,776-2101,私立,株式会社,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,キッズアカデミーこぐま園,15,愛知県名古屋市名東区上社3丁目1807,701-7088,私立,合同会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,ぴよぴよ社台,12,愛知県名古屋市名東区社台3丁目153,799-8712,私立,株式会社,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,ちいさなおうちえんはなのオリーブ,15,愛知県名古屋市名東区宝が丘12,771-5517,私立,株式会社,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,小規模保育事業ソラーナほんごう,15,愛知県名古屋市名東区藤森2丁目286,778-8300,私立,社会福祉法人,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
35.161436,137.010963,ファミリーズ名東きふね園,19,愛知県名古屋市名東区勢子坊一丁目201,703-1331,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
35.187631,137.018834,スクルドエンジェル保育室　ふじがおか園,19,愛知県名古屋市名東区富が丘37,772-2225,私立,株式会社,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
35.152512,137.010647,スクルドエンジェル保育室　たかばり園,19,愛知県名古屋市名東区新宿二丁目34,701-9070,私立,株式会社,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
35.173044,136.993278,わかばコスモ一社園,10,愛知県名古屋市名東区社台一丁目129,760−1003,私立,個人,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
35.15493,137.018361,わかばコスモ極楽園,19,愛知県名古屋市名東区極楽四丁目1404,709-3122,私立,個人,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
35.180094,137.002479,かるがもハウス,19,愛知県名古屋市名東区猪高台二丁目1201,,私立,社会福祉法人,小規模保育事業A型,午前7時30分から午後6時30分,6ヶ月から2歳,
35.168266,136.991272,とまと保育室,5,愛知県名古屋市名東区高社一丁目16,726-5282,私立,個人,家庭的保育事業,午前7時30分から午後6時30分,産休あけから2歳,
35.163337,137.018208,ぱんだ保育室,5,愛知県名古屋市名東区勢子坊二丁目1408,710-4650,私立,個人,家庭的保育事業,午前7時30分から午後6時30分,産休あけから2歳,
35.110015,136.9867,島田第一保育園,120,愛知県名古屋市天白区高坂町93,801-6255,公立,名古屋市,保育所,午前7時30分から午後7時30分,産休あけから5歳,延長保育,子育て支援センター,入所予約,休日保育
35.111746,137.00341,上ノ池保育園,100,愛知県名古屋市天白区平針南一丁目114,801-9388,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.111395,136.990017,島田第二保育園,120,愛知県名古屋市天白区大根町57,802-5277,公立,名古屋市,保育所,午前7時30分から午後6時30分,6ヶ月から5歳,
35.119827,136.994571,平針原保育園,100,愛知県名古屋市天白区原五丁目406,803-0144,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.139374,136.987517,一本松保育園,100,愛知県名古屋市天白区一本松一丁目517,803-3158,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.109478,136.976339,山根保育園,100,愛知県名古屋市天白区山根町83,803-7148,公立,名古屋市,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.106276,136.985965,高坂こども園,135,愛知県名古屋市天白区高坂町74,804-0010,私立,社会福祉法人,幼保連携型認定こども園,午前7時15分から午後7時15分,6ヶ月から5歳,延長保育
35.133012,136.993833,名古屋植田ケ丘こども園,119,愛知県名古屋市天白区植田本町二丁目1310,801-7581,私立,社会福祉法人,幼保連携型認定こども園,午前7時00分から午後7時00分,産休あけから5歳,延長保育,子育て支援センター,入所予約
35.132758,136.988016,保育所型認定こども園植田にじの花保育園,99,愛知県名古屋市天白区元植田二丁目1602,893-7815,私立,社会福祉法人,保育所型認定こども園,午前7時00分から午後7時00分,産休あけから5歳,延長保育
35.110019,136.958912,野並保育園,302,愛知県名古屋市天白区福池二丁目340,895-5225,私立,社会福祉法人,保育所,午前7時15分から午後7時15分,産休あけから5歳,延長保育,入所予約
35.124976,137.002743,めばえ保育園,110,愛知県名古屋市天白区平針一丁目1808,802-2188,私立,社会福祉法人,保育所,午前7時15分から午後7時15分,産休あけから5歳,延長保育,子育て支援センター,入所予約
35.121081,136.97576,天白保育園,259,愛知県名古屋市天白区島田三丁目110,801-0433,私立,社会福祉法人,保育所,午前7時15分から午後7時15分,6ヶ月から5歳,延長保育,一時保育
35.120374,137.005864,平針保育園,180,愛知県名古屋市天白区平針四丁目1711,803-5519,私立,社会福祉法人,保育所,午前7時00分から午後6時15分,1歳6ヶ月から5歳,
35.114146,136.985277,シャーローム保育園,110,愛知県名古屋市天白区土原二丁目209,803-0200,私立,社会福祉法人,保育所,午前7時15分から午後7時15分,産休あけから5歳,入所予約,延長保育
35.129862,136.967641,音聞山保育園,380,愛知県名古屋市天白区音聞山1613,832-6455,私立,宗教法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育,子育て支援センター,入所予約
35.146943,136.990394,いぶき保育園,66,愛知県名古屋市天白区植田山三丁目1007,789-0551,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育,一時保育
NA,NA,みゆき山保育園,50,愛知県名古屋市天白区元八事四丁目235,838-6146,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから2歳,延長保育,入所予約
35.120946,136.999671,あおぞら保育園,60,愛知県名古屋市天白区中平一丁目1902,802-9873,私立,社会福祉法人,保育所,午前7時15分から午後7時15分,産休あけから5歳,延長保育,一時保育
NA,NA,にじの花保育園,60,愛知県名古屋市天白区鴻の巣二丁目119,680-8744,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休あけから5歳,延長保育
35.131845,136.988661,リーゴ植田保育園,60,愛知県名古屋市天白区植田二丁目109,838-7818,私立,一般財団法人,保育所,午前7時30分から午後7時30分,産休明けから3歳,延長保育
35.12072,136.99005,しらほ原保育園,80,愛知県名古屋市天白区原三丁目1108,842-9458,私立,社会福祉法人,保育所,午前7時15分から午後7時15分,産休明けから5歳,延長保育
35.117045,136.982725,土原の丘保育園,60,愛知県名古屋市天白区土原二丁目154,893-7200,私立,社会福祉法人,保育所,午前7時00分から午後7時00分,産休明けから5歳,延長保育
35.128027,137.000659,アスク平針北保育園,60,愛知県名古屋市天白区平針一丁目113,800-1017,私立,株式会社,保育所,午前7時30分から午後7時30分,6ヶ月から5歳,延長保育
35.135749,136.962963,オリーブの実保育園,60,愛知県名古屋市天白区八事天道301,834-3700,私立,社会福祉法人,保育所,午前7時30分から午後7時30分,産休明けから5歳,延長保育
NA,NA,キッズガーデン植田東,60,愛知県名古屋市天白区植田東二丁目610,802-0888,私立,株式会社,保育所,午前7時00分から午後7時00分,6ヶ月から5歳,延長保育
35.123826,136.972294,マミーベア保育園やごとひがし,26,愛知県名古屋市天白区道明町22,832-1222,私立,株式会社,保育所,午前7時30分から午後6時30分,産休あけから3歳,
NA,NA,名古屋市ポピンズ保育室植田,10,愛知県名古屋市天白区植田2丁目107,806-2101,私立,株式会社,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
NA,NA,小規模保育所　なのはな,10,愛知県名古屋市天白区福池二丁目363,895-5225,私立,社会福祉法人,小規模保育事業A型,午前7時15分から午後7時15分,産休あけから2歳,
35.10993,136.98955,島田子供の家,19,愛知県名古屋市天白区高坂町340,802-5255,私立,個人,小規模保育事業A型,午前7時30分から午後6時30分,産休あけから2歳,
35.125248,136.998535,ラベンダー原保育室,19,愛知県名古屋市天白区原一丁目1705,740-1238,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
35.106421,136.996147,健生くまのこ園,19,愛知県名古屋市天白区高島一丁目1804,848-6767,私立,株式会社,小規模保育事業B型,午前7時30分から午後6時30分,産休あけから2歳,
35.112598,136.9759,まつぼっくり保育室,5,愛知県名古屋市天白区西入町80,838-6444,私立,個人,家庭的保育事業,午前7時30分から午後6時30分,産休あけから2歳,
35.120088,136.969642,おりーぶ保育室,5,愛知県名古屋市天白区保呂町1013,217-1371,私立,個人,家庭的保育事業,午前7時30分から午後6時30分,産休あけから2歳,
35.117096,137.003001,くろーばー保育室,5,愛知県名古屋市天白区向が丘一丁目1301,680-7449,私立,個人,家庭的保育事業,午前7時30分から午後6時30分,産休あけから2歳,
