"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Wha will life be like for LiAngelo, LaMelo? Lithuanian league players share heir experience. h ps://t.co/30919BYdkE",FALSE,6,NA,2017-12-17 19:20:04,FALSE,NA,942474493070626816,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","USATODAY",3,FALSE,FALSE,NA,NA
"These seven words are banned from official CDC documents. h ps://t.co/PXTjaVcTwS",FALSE,26,NA,2017-12-17 19:10:06,FALSE,NA,942471985757646848,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","USATODAY",27,FALSE,FALSE,NA,NA
"'Star Wars: The Las Jedi' explodes with $220M, he second-bes opening ever h ps://t.co/XhKf7ie0Jj",FALSE,73,NA,2017-12-17 18:58:09,FALSE,NA,942468977812324352,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","USATODAY",32,FALSE,FALSE,NA,NA
"Putin hanked Trump for CIA ip on bombings, Kremlin and White House say h ps://t.co/3B2UyyP4ld",FALSE,32,NA,2017-12-17 18:58:07,FALSE,NA,942468972544368640,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","USATODAY",24,FALSE,FALSE,NA,NA
"""Man flu"" is now a hing. Were no so sure abou i . h ps://t.co/RRSxLgGiiJ",FALSE,32,NA,2017-12-17 18:20:04,FALSE,NA,942459393190383616,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","USATODAY",14,FALSE,FALSE,NA,NA
"Putin called Trump o hank him for CIA ip ha hwarted bombings in Russia, he Kremlin and White House say h ps://t.co/aqhO0mNR7M",FALSE,118,NA,2017-12-17 17:43:09,FALSE,NA,942450106426519552,NA,"<a href=""http://www.usatoday.com"" rel=""nofollow"">USA TODAY Breaking News</a>","USATODAY",67,FALSE,FALSE,NA,NA
"Thanks, bu no hanks. h ps://t.co/hvkgBuxwJb",FALSE,110,NA,2017-12-17 17:40:08,FALSE,NA,942449347010187264,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","USATODAY",43,FALSE,FALSE,NA,NA
"Hundreds ge sick on Royal Caribbean cruise again h ps://t.co/pF1DQynYNT",FALSE,50,NA,2017-12-17 16:54:53,FALSE,NA,942437957025243136,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","USATODAY",44,FALSE,FALSE,NA,NA
"Bengals coach Marvin Lewis won' return nex year h ps://t.co/5dOjwiXUqp",FALSE,26,NA,2017-12-17 16:54:51,FALSE,NA,942437951421554688,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","USATODAY",14,FALSE,FALSE,NA,NA
"Cincinnati Bengals coach Marvin Lewis won' return o coach eam nex season h ps://t.co/lyK9ncj8L5",FALSE,30,NA,2017-12-17 15:36:50,FALSE,NA,942418315871379456,NA,"<a href=""http://www.usatoday.com"" rel=""nofollow"">USA TODAY Breaking News</a>","USATODAY",18,FALSE,FALSE,NA,NA
"Chevrole unveils 2019 Silverado pickup -- and it's all abou steel h ps://t.co/tHw0dApeET",FALSE,46,NA,2017-12-17 14:54:05,FALSE,NA,942407555971612672,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","USATODAY",13,FALSE,FALSE,NA,NA
"Surprised? h ps://t.co/cIPDIJpMEn",FALSE,43,NA,2017-12-17 13:40:06,FALSE,NA,942388939553476608,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","USATODAY",25,FALSE,FALSE,NA,NA
"The Thomas Fire is now he second larges in California history. The cos of fighting he fire now stands a $110 m h ps://t.co/abHOy8L9EO",FALSE,50,NA,2017-12-17 13:00:33,TRUE,NA,942378984771289088,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","USATODAY",74,FALSE,FALSE,NA,NA
"How white nationalists apped into decades of pent-up racism o spark a movemen h ps://t.co/qPQnC6o65G",FALSE,69,NA,2017-12-17 12:54:05,FALSE,NA,942377358211694592,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","USATODAY",60,FALSE,FALSE,NA,NA
"Social media blasts Kevin Hart's 'sexist' 'Saturday Nigh Live' monologue h ps://t.co/ussLRousvM",FALSE,69,NA,2017-12-17 12:54:03,FALSE,NA,942377350439694336,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","USATODAY",30,FALSE,FALSE,NA,NA
