predicted,test
6.905614501139658,6.5
8.288434002785207,6.06
7.678423453950872,6.83
8.364953292230934,5.46
9.103169365965087,7.48
12.36162445293384,13.95
9.868054578133787,11.62
8.364953292230934,7.67
9.41406172769634,7.36
9.953828301353154,10.5
7.424964957695901,10.42
8.29527687996444,8.71
6.745711408363629,4.5
12.565313798623022,11.29
7.208231056771265,6.57
7.068666017205109,6.31
9.41406172769634,7.53
8.416727253415193,8.35
8.160323929443393,9.0
7.689602247189078,6.67
5.796029019852841,5.03
10.286343237997185,11.69
8.364953292230934,8.74
8.897768945431407,8.53
12.128461390518316,11.66
7.678423453950872,7.27
9.953828301353154,11.15
27.073125441896895,18.5
7.424964957695901,6.87
9.337209454527578,9.72
12.345352852958522,9.55
11.653054129306549,8.44
9.953828301353154,10.37
8.853248894255547,8.71
6.905614501139658,6.34
6.905614501139658,6.25
8.364953292230934,7.13
7.90258133797031,9.54
10.82877065027144,10.47
7.90258133797031,8.94
7.424964957695901,7.45
11.72609646076996,10.57
8.160323929443393,6.78
9.868054578133787,7.68
8.364953292230934,9.24
9.868054578133787,8.92
8.138110183399386,7.79
8.897768945431407,12.59
13.834788435133726,9.29
13.43921919159743,13.43
10.070845294919542,8.72
8.364953292230934,10.57
9.41406172769634,12.15
9.868054578133787,9.53
14.30689229756759,13.27
7.90258133797031,9.02
7.90258133797031,7.53
9.868054578133787,10.47
9.103169365965087,8.78
6.346147225628756,5.0
25.141129574970336,29.04
12.450211866547475,10.32
12.5213994622775,13.5
11.72609646076996,11.56
7.250038802580757,6.77
8.364953292230934,5.4
11.72609646076996,11.48
8.853248894255547,8.22
9.41406172769634,8.36
8.138110183399386,8.58
8.364953292230934,7.53
8.48351943487379,7.55
7.3778530501562285,9.53
7.678423453950872,6.52
7.3778530501562285,5.61
11.653054129306549,7.98
8.897768945431407,9.98
9.41406172769634,9.55
7.678423453950872,6.29
8.853248894255547,8.74
9.337209454527578,10.35
7.678423453950872,9.57
12.345352852958522,8.88
6.905614501139658,6.46
8.364953292230934,7.47
8.853248894255547,8.81
7.678423453950872,5.55
7.208231056771265,8.69
14.54882580722882,7.91
12.565313798623022,10.47
7.208231056771265,6.83
9.103169365965087,7.52
9.337209454527578,5.75
9.868054578133787,14.03
14.30689229756759,10.65
9.337209454527578,9.53
6.905614501139658,4.56
8.897768945431407,8.33
9.337209454527578,8.41
9.103169365965087,7.96
17.032659131369986,13.63
11.238033070542896,9.3
8.93548227189201,8.1
14.54882580722882,13.61
25.141129574970336,40.0
7.678423453950872,5.73
7.250038802580757,5.75
16.628519200114276,14.58
9.868054578133787,9.57
5.253976887680146,4.41
7.424964957695901,7.3
10.650769413037564,9.39
14.54882580722882,20.0
14.54882580722882,10.47
10.177945680347056,7.41
8.93548227189201,9.91
12.5213994622775,9.27
10.286343237997185,10.64
10.286343237997185,12.64
10.070845294919542,9.63
7.208231056771265,6.95
8.45195693487379,7.78
9.523850097692414,9.5
8.853248894255547,8.87
6.4266105424156,6.86
5.099729763027674,5.12
7.678423453950872,9.18
8.45195693487379,8.28
7.424964957695901,7.06
7.208231056771265,7.12
9.337209454527578,9.55
8.853248894255547,8.83
8.288434002785207,9.19
8.364953292230934,6.42
8.160323929443393,8.47
9.868054578133787,10.94
7.678423453950872,7.52
13.903404930233732,11.34
9.41406172769634,8.68
9.337209454527578,9.58
5.9956967209669125,5.53
9.41406172769634,12.08
8.364953292230934,7.98
12.128461390518316,7.56
7.208231056771265,7.91
8.364953292230934,7.13
12.450211866547475,35.47
16.628519200114276,13.68
9.103169365965087,8.3
9.953828301353154,10.37
7.208231056771265,6.25
8.853248894255547,9.48
9.868054578133787,14.03
10.754158797506319,12.0
5.796029019852841,6.16
8.416727253415193,11.06
12.622042138672807,14.78
8.897768945431407,7.77
8.897768945431407,8.47
9.103169365965087,10.47
7.424964957695901,8.79
7.90258133797031,7.29
6.745711408363629,8.39
8.416727253415193,9.57
9.103169365965087,9.54
8.93548227189201,9.99
5.253976887680146,4.56
12.36162445293384,14.91
12.128461390518316,12.66
8.45195693487379,8.46
6.893048259636003,5.89
10.286343237997185,10.55
43.90201297372319,99.99
7.386316208050966,8.82
7.678423453950872,7.93
8.364953292230934,8.65
9.337209454527578,9.63
8.288434002785207,7.83
9.953828301353154,8.36
9.103169365965087,9.67
5.099729763027674,6.94
10.286343237997185,8.78
7.250038802580757,6.42
11.653054129306549,11.36
10.070845294919542,10.89
9.868054578133787,10.25
9.534586912418986,10.04
7.208231056771265,6.55
8.45195693487379,9.02
7.424964957695901,8.2
8.364953292230934,10.68
8.333663826351387,10.7
13.834788435133726,13.68
9.103169365965087,8.91
7.678423453950872,6.62
9.534586912418986,10.62
8.160323929443393,7.9
9.337209454527578,6.61
7.678423453950872,9.16
7.678423453950872,10.22
6.346147225628756,5.2
7.678423453950872,6.33
8.364953292230934,8.32
7.424964957695901,7.02
7.689602247189078,6.51
9.41406172769634,9.76
8.364953292230934,8.32
12.565313798623022,11.03
7.678423453950872,8.22
9.953828301353154,11.21
7.424964957695901,8.63
8.897768945431407,10.37
6.893048259636003,7.25
8.897768945431407,8.63
7.424964957695901,6.66
24.556720406976822,30.0
10.286343237997185,13.73
5.099729763027674,4.12
9.868054578133787,12.08
7.250038802580757,6.52
5.099729763027674,6.23
9.337209454527578,7.55
17.032659131369986,18.25
9.953828301353154,9.86
9.868054578133787,8.1
15.91182122264917,11.23
11.72609646076996,8.72
12.565313798623022,14.81
8.853248894255547,8.8
6.745711408363629,7.69
13.419946579493613,9.86
7.208231056771265,8.6
8.93548227189201,9.03
11.653054129306549,10.27
9.41406172769634,9.24
7.424964957695901,8.76
6.346147225628756,6.31
7.678423453950872,7.13
8.45195693487379,7.76
7.208231056771265,8.1
7.208231056771265,7.87
11.72609646076996,10.06
7.1865750576813,6.05
13.419946579493613,14.81
6.893048259636003,6.39
8.288434002785207,6.63
9.103169365965087,9.27
22.485001172722136,11.22
10.860533888751487,8.14
6.346147225628756,6.59
8.364953292230934,8.41
7.689602247189078,6.68
13.419946579493613,8.32
8.364953292230934,8.56
7.689602247189078,8.68
10.286343237997185,9.37
9.41406172769634,7.84
7.678423453950872,10.88
6.745711408363629,5.89
7.250038802580757,8.95
8.160323929443393,6.87
6.893048259636003,8.83
7.068666017205109,5.0
6.346147225628756,6.92
11.134756505309792,9.17
9.103169365965087,6.5
7.3778530501562285,7.37
10.650769413037564,10.29
8.364953292230934,8.63
9.534586912418986,10.84
6.322522189958258,5.36
9.41406172769634,7.93
9.337209454527578,7.02
7.424964957695901,8.95
7.250038802580757,6.6
8.364953292230934,7.86
9.337209454527578,9.03
10.286343237997185,12.74
6.346147225628756,6.33
7.208231056771265,6.53
12.847178544934929,7.84
8.364953292230934,6.35
8.364953292230934,8.56
7.678423453950872,5.16
9.103169365965087,9.98
13.43921919159743,10.7
7.678423453950872,9.11
8.364953292230934,8.1
8.853248894255547,9.24
8.160323929443393,7.99
6.346147225628756,7.43
11.678812197947261,12.57
9.868054578133787,7.1
14.69331560840534,9.98
7.424964957695901,7.84
6.905614501139658,6.45
9.868054578133787,11.38
12.345352852958522,10.7
9.103169365965087,10.39
10.286343237997185,13.95
8.416727253415193,11.01
7.678423453950872,7.04
13.419946579493613,18.25
6.905614501139658,6.04
8.364953292230934,7.54
8.416727253415193,8.82
8.364953292230934,7.27
5.9956967209669125,4.66
53.221688257741526,51.3
8.160323929443393,9.16
6.4266105424156,6.16
9.868054578133787,5.75
8.416727253415193,7.26
7.424964957695901,4.59
8.364953292230934,8.74
7.7919928732208295,9.34
7.250038802580757,6.57
9.868054578133787,11.66
10.82877065027144,10.81
11.238033070542896,13.7
7.90258133797031,8.46
7.678423453950872,6.63
7.208231056771265,6.87
10.860533888751487,9.42
9.41406172769634,9.65
8.897768945431407,8.33
6.893048259636003,7.92
8.45195693487379,8.58
9.337209454527578,10.1
7.678423453950872,6.13
10.82877065027144,10.81
8.364953292230934,8.88
9.534586912418986,10.7
9.953828301353154,9.99
19.137655324697388,15.24
7.678423453950872,6.83
9.868054578133787,10.11
10.286343237997185,8.8
7.3778530501562285,8.13
8.288434002785207,8.32
7.424964957695901,8.7
7.678423453950872,7.6
9.868054578133787,9.67
7.208231056771265,7.07
6.346147225628756,5.69
9.103169365965087,11.14
8.364953292230934,8.77
8.364953292230934,9.45
12.450211866547475,11.69
8.160323929443393,8.13
10.286343237997185,13.0
8.853248894255547,8.94
7.424964957695901,9.34
8.45195693487379,8.22
9.868054578133787,9.13
4.819253150032466,4.19
10.860533888751487,13.58
13.43921919159743,13.73
7.3778530501562285,8.82
9.337209454527578,10.74
7.250038802580757,8.1
6.346147225628756,6.68
8.853248894255547,10.2
8.897768945431407,8.89
7.208231056771265,6.16
9.337209454527578,7.35
12.128461390518316,30.29
7.208231056771265,7.05
9.523850097692414,10.76
12.450211866547475,11.69
9.523850097692414,9.54
8.364953292230934,7.1
9.868054578133787,10.14
8.364953292230934,9.86
13.43921919159743,48.42
9.868054578133787,11.69
9.103169365965087,10.79
11.134756505309792,12.62
12.565313798623022,10.58
6.346147225628756,6.86
8.364953292230934,8.6
8.93548227189201,8.68
13.834788435133726,13.68
7.208231056771265,7.08
9.41406172769634,10.24
8.364953292230934,9.98
9.103169365965087,7.93
8.853248894255547,10.79
7.7919928732208295,6.76
9.103169365965087,9.3
9.103169365965087,7.44
14.436465614294606,10.56
8.364953292230934,8.77
13.834788435133726,13.68
8.93548227189201,9.82
26.19315209573917,20.4
12.450211866547475,12.08
8.853248894255547,8.22
7.208231056771265,6.55
6.346147225628756,6.68
9.868054578133787,9.31
6.893048259636003,7.56
7.424964957695901,5.85
9.337209454527578,10.03
6.745711408363629,6.82
12.4154450856723,12.93
5.099729763027674,4.86
7.678423453950872,7.06
10.82877065027144,9.99
10.286343237997185,13.95
8.29527687996444,9.87
9.868054578133787,10.46
9.868054578133787,9.18
9.41406172769634,10.17
25.141129574970336,30.29
7.250038802580757,7.9
8.364953292230934,9.32
12.345352852958522,9.41
7.678423453950872,7.71
7.208231056771265,6.54
8.333663826351387,8.71
12.128461390518316,10.42
8.364953292230934,8.82
11.72609646076996,7.56
8.364953292230934,8.61
13.834788435133726,12.64
10.82877065027144,8.78
7.678423453950872,8.18
9.337209454527578,8.39
12.565313798623022,10.17
6.745711408363629,5.98
9.103169365965087,9.38
8.897768945431407,10.32
7.678423453950872,7.55
7.208231056771265,6.55
9.953828301353154,9.97
7.90258133797031,7.59
8.897768945431407,8.49
9.103169365965087,12.57
8.93548227189201,7.21
8.364953292230934,10.54
7.678423453950872,8.4
14.54882580722882,50.0
7.678423453950872,8.39
7.424964957695901,8.1
8.364953292230934,7.99
9.868054578133787,9.01
10.286343237997185,10.56
10.650769413037564,9.86
11.653054129306549,13.18
9.534586912418986,9.52
9.868054578133787,9.22
8.93548227189201,8.25
8.897768945431407,11.09
9.337209454527578,9.62
7.424964957695901,6.7
7.689602247189078,5.19
8.364953292230934,8.16
8.160323929443393,9.29
13.43921919159743,14.78
8.364953292230934,8.2
8.783058938102515,8.9
7.208231056771265,7.33
8.48351943487379,8.41
7.208231056771265,7.51
9.41406172769634,8.01
13.43921919159743,12.89
8.853248894255547,8.72
8.93548227189201,5.23
9.534586912418986,10.11
6.893048259636003,6.02
9.337209454527578,12.13
7.208231056771265,10.09
7.208231056771265,6.54
9.337209454527578,9.61
7.678423453950872,7.25
7.678423453950872,7.35
6.4266105424156,6.16
9.337209454527578,9.39
12.450211866547475,14.81
7.208231056771265,6.87
13.43921919159743,13.8
10.070845294919542,11.54
7.208231056771265,6.46
7.250038802580757,7.39
8.364953292230934,8.02
7.208231056771265,6.55
9.868054578133787,8.01
9.534586912418986,11.06
9.337209454527578,9.55
8.29527687996444,7.3
8.364953292230934,10.0
15.91182122264917,12.17
9.868054578133787,10.01
7.678423453950872,7.26
10.286343237997185,7.93
5.796029019852841,5.61
10.070845294919542,11.17
9.337209454527578,10.37
7.424964957695901,7.28
9.337209454527578,8.22
9.868054578133787,8.83
6.383425936005527,4.3
9.534586912418986,8.54
5.099729763027674,5.53
8.364953292230934,10.9
9.337209454527578,8.45
9.868054578133787,10.74
7.689602247189078,9.28
14.69331560840534,10.51
10.860533888751487,11.18
10.754158797506319,7.93
6.905614501139658,9.8
7.7919928732208295,8.66
8.416727253415193,8.78
9.868054578133787,11.2
6.346147225628756,8.1
6.300166097971156,5.03
7.1865750576813,6.57
10.82877065027144,12.65
9.103169365965087,9.36
7.678423453950872,10.3
8.138110183399386,6.5
8.93548227189201,5.71
11.678812197947261,11.91
10.82877065027144,9.94
9.953828301353154,10.54
8.364953292230934,8.23
9.868054578133787,9.93
9.103169365965087,10.13
8.364953292230934,10.43
9.868054578133787,10.04
5.603263617382823,4.93
11.134756505309792,11.21
12.36162445293384,8.92
7.250038802580757,7.29
7.424964957695901,6.29
12.450211866547475,9.97
7.7919928732208295,5.65
7.678423453950872,8.52
8.853248894255547,9.3
6.893048259636003,7.84
27.073125441896895,13.8
8.288434002785207,5.16
7.250038802580757,7.02
13.43921919159743,14.91
8.783058938102515,8.68
7.424964957695901,7.16
8.416727253415193,9.52
6.905614501139658,7.69
13.834788435133726,13.68
9.868054578133787,7.68
12.345352852958522,11.46
9.953828301353154,11.36
9.523850097692414,15.0
8.333663826351387,7.35
8.897768945431407,6.68
8.160323929443393,6.44
9.337209454527578,9.41
10.82877065027144,10.74
7.208231056771265,8.43
8.160323929443393,7.93
9.103169365965087,7.85
16.65352029914419,11.56
9.868054578133787,9.0
14.69331560840534,8.12
8.333663826351387,10.66
7.208231056771265,6.54
7.250038802580757,10.25
7.208231056771265,5.61
8.897768945431407,8.83
8.364953292230934,6.61
8.783058938102515,8.47
12.565313798623022,14.03
12.670524275099746,10.54
8.364953292230934,10.45
10.82877065027144,10.09
10.650769413037564,9.74
11.678812197947261,11.69
7.678423453950872,9.23
10.286343237997185,10.27
9.953828301353154,10.0
10.860533888751487,10.65
10.286343237997185,10.91
8.364953292230934,8.54
7.424964957695901,7.16
7.208231056771265,7.3
7.90258133797031,10.02
7.689602247189078,7.53
8.93548227189201,9.75
7.678423453950872,8.75
5.9956967209669125,6.31
8.364953292230934,7.57
8.138110183399386,8.39
8.416727253415193,9.0
9.337209454527578,11.62
7.678423453950872,10.12
9.337209454527578,10.57
8.138110183399386,7.36
12.345352852958522,12.0
8.832584277656242,8.83
7.208231056771265,5.18
8.416727253415193,8.84
7.208231056771265,8.59
9.868054578133787,9.46
10.070845294919542,11.42
8.288434002785207,8.95
10.070845294919542,8.38
8.853248894255547,8.67
12.450211866547475,11.93
7.250038802580757,5.94
7.678423453950872,6.6
7.208231056771265,7.01
8.853248894255547,9.89
8.853248894255547,9.53
6.322522189958258,7.58
9.337209454527578,13.33
9.196059657016741,9.18
12.345352852958522,14.91
8.93548227189201,8.79
9.523850097692414,10.29
9.868054578133787,8.96
8.160323929443393,9.85
7.678423453950872,6.76
8.364953292230934,9.83
10.414364211199734,10.57
6.322522189958258,6.31
9.868054578133787,10.11
7.208231056771265,8.67
12.5213994622775,13.79
13.888827574661992,10.57
9.868054578133787,10.1
35.88662421232082,26.45
9.868054578133787,10.11
9.103169365965087,8.35
9.868054578133787,9.63
6.300166097971156,7.12
10.177945680347056,10.42
6.905614501139658,9.06
7.424964957695901,8.45
7.424964957695901,6.96
7.424964957695901,7.23
7.678423453950872,5.94
11.238033070542896,10.27
8.364953292230934,8.06
7.424964957695901,7.12
7.3778530501562285,8.05
12.36162445293384,20.96
11.653054129306549,9.82
7.208231056771265,8.23
4.819253150032466,4.68
11.72609646076996,7.12
10.177945680347056,10.16
12.565313798623022,11.56
8.333663826351387,8.36
8.93548227189201,8.8
9.868054578133787,9.02
8.853248894255547,8.95
10.650769413037564,10.7
5.9956967209669125,7.14
22.893575580277904,19.42
7.678423453950872,9.26
8.364953292230934,6.43
5.099729763027674,5.2
8.93548227189201,9.0
6.346147225628756,6.69
8.48351943487379,8.0
9.953828301353154,11.14
