X
8.98
9.29
7.64
9.08
4.11
9.43
8.76
7.48
10.59
10.19
7.15
5.75
6.98
42.0
7.56
11.41
8.39
8.46
7.86
8.72
8.92
13.18
8.69
7.25
8.45
9.34
7.77
4.95
6.48
6.92
10.47
14.64
7.85
10.37
6.52
8.43
11.61
9.98
8.41
4.0
8.18
7.86
5.0
8.32
7.35
5.98
7.56
8.71
7.15
7.62
3.79
10.4
7.17
8.95
5.65
7.67
6.91
5.99
9.17
13.68
8.56
6.68
8.78
10.37
5.4
10.7
5.9
10.04
6.02
6.87
8.73
7.97
14.03
9.77
6.78
9.54
13.66
11.38
8.48
10.45
8.29
6.83
7.03
6.16
8.46
6.6
9.41
9.4
13.1
11.38
7.77
9.36
9.22
7.86
8.6
7.02
5.4
6.49
9.81
5.65
6.66
11.54
6.74
12.97
11.69
8.54
8.51
10.53
7.75
11.66
9.4
4.72
5.03
5.99
6.6
7.75
10.93
9.69
6.55
7.33
10.32
9.09
11.68
9.03
11.92
5.16
10.12
7.91
8.25
6.61
6.55
8.4
10.88
7.92
8.68
8.18
10.04
6.52
5.61
13.65
4.12
6.16
9.06
8.63
7.1
6.32
30.98
5.54
13.27
9.29
5.03
12.0
9.34
8.58
10.61
7.56
8.1
14.36
13.68
20.0
8.72
8.0
8.1
8.69
12.25
11.14
8.45
10.49
7.53
9.46
18.5
8.32
10.46
10.57
11.59
9.27
7.28
10.64
9.38
10.52
11.09
11.8
7.25
9.38
6.68
4.55
6.68
8.1
9.53
12.62
10.61
9.66
9.88
10.7
19.42
10.65
6.68
12.75
7.05
6.73
12.08
9.36
8.39
8.22
7.78
10.5
8.56
7.28
8.82
10.05
10.48
9.9
5.85
9.61
7.3
9.88
12.59
8.16
9.85
6.32
7.93
11.77
8.82
14.92
9.24
8.48
6.13
7.91
7.42
8.37
9.33
12.36
10.22
8.34
9.72
10.3
6.92
8.47
5.86
13.95
6.61
6.33
9.79
8.6
7.83
7.2
5.03
10.51
8.11
8.85
12.57
7.56
10.3
40.0
6.87
9.55
13.18
11.38
10.28
8.71
6.31
6.06
8.1
7.64
10.85
7.64
6.96
11.55
7.9
10.04
8.32
9.99
7.79
8.9
13.68
13.73
10.46
8.1
9.7
9.99
13.69
7.63
7.67
10.03
9.2
5.56
30.28
11.91
12.03
11.58
6.77
8.38
11.41
8.77
9.81
7.77
8.1
8.52
7.1
7.47
7.1
11.39
8.79
9.7
7.61
8.74
9.42
7.3
13.1
6.31
8.15
8.76
7.25
6.55
15.0
13.95
6.53
9.14
9.52
10.15
13.69
9.63
6.25
8.9
9.6
9.3
20.0
11.17
9.01
14.78
30.5
7.25
6.76
19.99
10.24
4.7
7.02
10.7
14.81
15.0
10.65
9.06
12.1
10.47
10.57
10.46
6.54
8.55
9.84
8.74
5.46
4.56
7.31
8.56
6.86
6.5
9.54
8.78
7.91
8.43
7.81
10.1
7.3
13.93
9.75
9.55
5.16
9.79
8.36
12.59
6.53
8.35
11.8
19.22
9.24
10.32
6.54
8.78
10.17
11.03
5.03
8.6
13.0
8.91
8.95
9.2
6.98
7.68
5.96
8.57
9.26
9.01
4.76
12.25
12.59
8.55
5.98
10.49
50.0
7.11
7.56
8.2
9.6
7.93
10.3
9.33
4.46
10.47
6.76
11.28
10.42
10.11
9.9
6.52
8.55
6.78
8.41
8.5
13.68
9.24
7.52
9.87
7.9
9.41
7.49
7.3
5.53
7.6
8.11
7.02
7.17
9.64
8.04
13.95
7.25
10.32
6.99
8.84
5.98
8.94
7.04
30.03
10.5
4.44
10.11
6.75
4.53
9.57
20.0
10.32
10.25
16.0
11.53
13.95
8.74
5.96
13.5
6.48
9.03
11.27
9.72
7.03
5.66
7.43
8.55
6.55
6.64
11.42
6.35
13.64
6.02
7.92
9.25
17.43
10.94
5.53
8.2
7.14
13.5
8.22
7.23
10.55
9.7
7.53
5.95
6.77
7.9
6.0
6.32
5.73
11.21
9.31
7.1
10.73
8.09
9.9
5.2
9.66
9.55
7.0
6.76
8.08
9.59
10.51
5.68
6.57
14.64
8.2
8.22
7.42
9.16
13.8
7.57
8.25
8.73
7.86
5.76
11.62
10.04
14.28
7.03
6.31
10.08
13.39
9.14
10.53
8.58
7.43
13.5
6.29
8.01
8.65
8.1
5.13
100.02
7.9
5.46
10.17
8.62
6.87
8.42
7.13
6.72
10.23
10.81
11.18
7.62
7.53
6.45
11.0
9.65
8.92
6.0
8.54
9.43
7.3
10.79
8.2
9.86
10.27
25.72
7.44
9.98
10.59
7.1
7.96
6.86
7.52
10.17
6.5
5.76
9.37
8.22
8.4
11.91
7.85
10.61
8.75
6.92
8.56
10.16
4.0
10.92
13.7
7.1
9.57
6.7
5.72
8.78
8.79
6.46
9.53
12.65
6.49
9.83
11.82
9.85
8.11
10.06
8.16
13.8
10.25
9.24
11.2
14.03
5.82
8.43
9.13
13.68
6.62
9.69
8.41
9.23
8.73
7.13
9.26
9.24
14.15
8.29
13.68
8.97
35.01
11.88
8.76
6.67
5.73
10.11
5.98
6.78
9.63
5.94
12.77
4.55
7.53
10.84
10.61
8.46
10.06
10.09
9.8
30.29
6.76
8.41
13.1
7.57
6.6
8.51
12.58
8.11
11.42
8.15
13.68
10.85
7.25
9.49
14.03
5.9
9.36
8.91
7.34
6.52
10.29
7.7
8.88
9.31
9.09
7.97
7.37
15.0
7.59
7.07
7.99
9.93
10.61
10.7
11.24
9.86
10.1
9.02
8.79
9.63
7.08
7.19
8.14
7.84
13.81
8.1
8.68
6.62
8.52
6.6
9.74
13.8
8.78
9.0
9.9
6.02
9.51
6.59
6.53
9.55
7.54
7.53
5.46
9.58
11.84
6.48
13.8
10.37
6.5
6.69
7.97
6.68
9.93
9.86
9.55
8.46
8.1
15.5
9.94
7.55
10.5
5.0
10.39
9.61
7.08
9.42
9.92
5.25
9.88
4.32
8.12
9.59
9.96
7.23
14.3
11.0
11.03
6.23
7.13
8.67
9.91
5.53
5.36
6.37
10.82
9.38
7.35
7.78
8.98
11.69
10.75
10.32
8.28
10.06
9.2
8.33
10.24
4.86
11.21
12.36
6.72
6.83
12.0
7.13
7.57
8.73
6.02
39.99
7.96
6.72
13.81
8.68
6.8
8.66
6.23
13.68
10.09
13.07
10.28
9.84
8.5
8.83
7.84
9.41
10.74
6.56
7.83
9.31
20.96
10.2
14.28
8.5
6.54
6.69
6.68
8.83
8.15
8.68
14.03
13.43
8.3
10.81
10.72
11.69
7.61
10.61
10.27
11.0
10.5
8.12
7.08
6.48
7.64
7.2
9.1
7.33
5.18
8.36
7.79
8.63
9.63
7.31
9.54
7.77
13.33
8.96
6.68
8.59
6.57
10.22
10.44
7.93
10.43
8.71
11.93
6.74
7.56
6.51
8.78
8.7
5.21
9.41
9.39
13.3
9.12
9.84
10.11
7.88
7.34
8.06
10.62
5.19
10.25
6.51
12.03
11.75
10.01
30.0
10.24
9.31
9.99
5.4
10.65
6.3
6.79
7.05
7.02
7.36
11.14
8.16
6.97
7.1
12.36
11.23
6.56
3.9
11.46
10.63
14.0
8.48
9.0
10.08
8.71
10.7
5.12
25.0
7.55
8.01
4.5
8.98
5.7
8.53
10.29
6.82
10.43
6.29
7.89
11.71
20.96
7.41
6.76
14.91
8.36
9.18
7.25
4.6
14.91
7.25
4.95
8.96
11.01
9.03
75.0
11.66
11.17
8.92
9.96
5.23
11.72
7.01
9.38
7.62
8.09
8.61
13.0
24.18
9.04
5.31
7.77
8.56
9.6
11.21
8.07
7.47
7.15
9.62
7.77
6.02
6.13
8.06
7.86
9.19
5.22
8.16
8.72
9.19
10.06
13.81
5.1
8.15
9.05
9.47
11.31
4.19
10.47
25.02
9.55
5.98
9.3
